id,num,name,type1,type2,hp,atk,def,spa,spd,spe,ability_primary,ability_secondary,ability_hidden,height_m,weight_kg,color,egg_groups,gender_ratio_m,gender_ratio_f,forme,base_species
diancie,719,Diancie,Rock,Fairy,50,100,150,100,150,50,Clear Body,,,0.7,8.8,Pink,Undiscovered,,,,
dianciemega,719,Diancie-Mega,Rock,Fairy,50,160,110,160,110,110,Magic Bounce,,,1.1,27.8,Pink,Undiscovered,,,Mega,Diancie
hoopa,720,Hoopa,Psychic,Ghost,80,110,60,150,130,70,Magician,,,0.5,9,Purple,Undiscovered,,,,
hoopaunbound,720,Hoopa-Unbound,Psychic,Dark,80,160,60,170,130,80,Magician,,,6.5,490,Purple,Undiscovered,,,Unbound,Hoopa
volcanion,721,Volcanion,Fire,Water,80,110,120,130,90,70,Water Absorb,,,1.7,195,Brown,Undiscovered,,,,
rowlet,722,Rowlet,Grass,Flying,68,55,55,50,50,42,Overgrow,,Long Reach,0.3,1.5,Brown,Flying,0.875,0.125,,
dartrix,723,Dartrix,Grass,Flying,78,75,75,70,70,52,Overgrow,,Long Reach,0.7,16,Brown,Flying,0.875,0.125,,
decidueye,724,Decidueye,Grass,Ghost,78,107,75,100,100,70,Overgrow,,Long Reach,1.6,36.6,Brown,Flying,0.875,0.125,,
decidueyehisui,724,Decidueye-Hisui,Grass,Fighting,88,112,80,95,95,60,Overgrow,,Scrappy,1.6,37,Brown,Flying,0.875,0.125,Hisui,Decidueye
litten,725,Litten,Fire,,45,65,40,60,40,70,Blaze,,Intimidate,0.4,4.3,Red,Field,0.875,0.125,,
torracat,726,Torracat,Fire,,65,85,50,80,50,90,Blaze,,Intimidate,0.7,25,Red,Field,0.875,0.125,,
incineroar,727,Incineroar,Fire,Dark,95,115,90,80,90,60,Blaze,,Intimidate,1.8,83,Red,Field,0.875,0.125,,
popplio,728,Popplio,Water,,50,54,54,66,56,40,Torrent,,Liquid Voice,0.4,7.5,Blue,Water 1; Field,0.875,0.125,,
brionne,729,Brionne,Water,,60,69,69,91,81,50,Torrent,,Liquid Voice,0.6,17.5,Blue,Water 1; Field,0.875,0.125,,
primarina,730,Primarina,Water,Fairy,80,74,74,126,116,60,Torrent,,Liquid Voice,1.8,44,Blue,Water 1; Field,0.875,0.125,,
pikipek,731,Pikipek,Normal,Flying,35,75,30,30,30,65,Keen Eye,Skill Link,Pickup,0.3,1.2,Black,Flying,,,,
trumbeak,732,Trumbeak,Normal,Flying,55,85,50,40,50,75,Keen Eye,Skill Link,Pickup,0.6,14.8,Black,Flying,,,,
toucannon,733,Toucannon,Normal,Flying,80,120,75,75,75,60,Keen Eye,Skill Link,Sheer Force,1.1,26,Black,Flying,,,,
yungoos,734,Yungoos,Normal,,48,70,30,30,30,45,Stakeout,Strong Jaw,Adaptability,0.4,6,Brown,Field,,,,
gumshoos,735,Gumshoos,Normal,,88,110,60,55,60,45,Stakeout,Strong Jaw,Adaptability,0.7,14.2,Brown,Field,,,,
gumshoostotem,735,Gumshoos-Totem,Normal,,88,110,60,55,60,45,Adaptability,,,1.4,60,Brown,Field,,,Totem,Gumshoos
grubbin,736,Grubbin,Bug,,47,62,45,55,45,46,Swarm,,,0.4,4.4,Gray,Bug,,,,
charjabug,737,Charjabug,Bug,Electric,57,82,95,55,75,36,Battery,,,0.5,10.5,Green,Bug,,,,
vikavolt,738,Vikavolt,Bug,Electric,77,70,90,145,75,43,Levitate,,,1.5,45,Blue,Bug,,,,
vikavolttotem,738,Vikavolt-Totem,Bug,Electric,77,70,90,145,75,43,Levitate,,,2.6,147.5,Blue,Bug,,,Totem,Vikavolt
crabrawler,739,Crabrawler,Fighting,,47,82,57,42,47,63,Hyper Cutter,Iron Fist,Anger Point,0.6,7,Purple,Water 3,,,,
crabominable,740,Crabominable,Fighting,Ice,97,132,77,62,67,43,Hyper Cutter,Iron Fist,Anger Point,1.7,180,White,Water 3,,,,
crabominablemega,740,Crabominable-Mega,Fighting,Ice,97,157,122,62,107,33,Hyper Cutter,Iron Fist,Anger Point,2.6,252.8,White,Water 3,,,Mega,Crabominable
oricorio,741,Oricorio,Fire,Flying,75,70,70,98,70,93,Dancer,,,0.6,3.4,Red,Flying,0.25,0.75,,
oricoriopompom,741,Oricorio-Pom-Pom,Electric,Flying,75,70,70,98,70,93,Dancer,,,0.6,3.4,Yellow,Flying,0.25,0.75,Pom-Pom,Oricorio
oricoriopau,741,Oricorio-Pa'u,Psychic,Flying,75,70,70,98,70,93,Dancer,,,0.6,3.4,Pink,Flying,0.25,0.75,Pa'u,Oricorio
oricoriosensu,741,Oricorio-Sensu,Ghost,Flying,75,70,70,98,70,93,Dancer,,,0.6,3.4,Purple,Flying,0.25,0.75,Sensu,Oricorio
cutiefly,742,Cutiefly,Bug,Fairy,40,45,40,55,40,84,Honey Gather,Shield Dust,Sweet Veil,0.1,0.2,Yellow,Bug; Fairy,,,,
ribombee,743,Ribombee,Bug,Fairy,60,55,60,95,70,124,Honey Gather,Shield Dust,Sweet Veil,0.2,0.5,Yellow,Bug; Fairy,,,,
ribombeetotem,743,Ribombee-Totem,Bug,Fairy,60,55,60,95,70,124,Sweet Veil,,,0.4,2,Yellow,Bug; Fairy,,,Totem,Ribombee
rockruff,744,Rockruff,Rock,,45,65,40,30,40,60,Keen Eye,Vital Spirit,Steadfast,0.5,9.2,Brown,Field,,,,
rockruffdusk,744,Rockruff-Dusk,Rock,,45,65,40,30,40,60,Own Tempo,,,0.5,9.2,Brown,Field,,,Dusk,Rockruff
lycanroc,745,Lycanroc,Rock,,75,115,65,55,65,112,Keen Eye,Sand Rush,Steadfast,0.8,25,Brown,Field,,,,
lycanrocmidnight,745,Lycanroc-Midnight,Rock,,85,115,75,55,75,82,Keen Eye,Vital Spirit,No Guard,1.1,25,Red,Field,,,Midnight,Lycanroc
lycanrocdusk,745,Lycanroc-Dusk,Rock,,75,117,65,55,65,110,Tough Claws,,,0.8,25,Brown,Field,,,Dusk,Lycanroc
wishiwashi,746,Wishiwashi,Water,,45,20,20,25,25,40,Schooling,,,0.2,0.3,Blue,Water 2,,,,
wishiwashischool,746,Wishiwashi-School,Water,,45,140,130,140,135,30,Schooling,,,8.2,78.6,Blue,Water 2,,,School,Wishiwashi
mareanie,747,Mareanie,Poison,Water,50,53,62,43,52,45,Merciless,Limber,Regenerator,0.4,8,Blue,Water 1,,,,
toxapex,748,Toxapex,Poison,Water,50,63,152,53,142,35,Merciless,Limber,Regenerator,0.7,14.5,Blue,Water 1,,,,
mudbray,749,Mudbray,Ground,,70,100,70,45,55,45,Own Tempo,Stamina,Inner Focus,1,110,Brown,Field,,,,
mudsdale,750,Mudsdale,Ground,,100,125,100,55,85,35,Own Tempo,Stamina,Inner Focus,2.5,920,Brown,Field,,,,
dewpider,751,Dewpider,Water,Bug,38,40,52,40,72,27,Water Bubble,,Water Absorb,0.3,4,Green,Water 1; Bug,,,,
araquanid,752,Araquanid,Water,Bug,68,70,92,50,132,42,Water Bubble,,Water Absorb,1.8,82,Green,Water 1; Bug,,,,
araquanidtotem,752,Araquanid-Totem,Water,Bug,68,70,92,50,132,42,Water Bubble,,,3.1,217.5,Green,Water 1; Bug,,,Totem,Araquanid
fomantis,753,Fomantis,Grass,,40,55,35,50,35,35,Leaf Guard,,Contrary,0.3,1.5,Pink,Grass,,,,
lurantis,754,Lurantis,Grass,,70,105,90,80,90,45,Leaf Guard,,Contrary,0.9,18.5,Pink,Grass,,,,
lurantistotem,754,Lurantis-Totem,Grass,,70,105,90,80,90,45,Leaf Guard,,,1.5,58,Pink,Grass,,,Totem,Lurantis
morelull,755,Morelull,Grass,Fairy,40,35,55,65,75,15,Illuminate,Effect Spore,Rain Dish,0.2,1.5,Purple,Grass,,,,
shiinotic,756,Shiinotic,Grass,Fairy,60,45,80,90,100,30,Illuminate,Effect Spore,Rain Dish,1,11.5,Purple,Grass,,,,
salandit,757,Salandit,Poison,Fire,48,44,40,71,40,77,Corrosion,,Oblivious,0.6,4.8,Black,Monster; Dragon,0.875,0.125,,
salazzle,758,Salazzle,Poison,Fire,68,64,60,111,60,117,Corrosion,,Oblivious,1.2,22.2,Black,Monster; Dragon,,,,
salazzletotem,758,Salazzle-Totem,Poison,Fire,68,64,60,111,60,117,Corrosion,,,2.1,81,Black,Monster; Dragon,,,Totem,Salazzle
stufful,759,Stufful,Normal,Fighting,70,75,50,45,50,50,Fluffy,Klutz,Cute Charm,0.5,6.8,Pink,Field,,,,
bewear,760,Bewear,Normal,Fighting,120,125,80,55,60,60,Fluffy,Klutz,Unnerve,2.1,135,Pink,Field,,,,
bounsweet,761,Bounsweet,Grass,,42,30,38,30,38,32,Leaf Guard,Oblivious,Sweet Veil,0.3,3.2,Purple,Grass,,,,
steenee,762,Steenee,Grass,,52,40,48,40,48,62,Leaf Guard,Oblivious,Sweet Veil,0.7,8.2,Purple,Grass,,,,
tsareena,763,Tsareena,Grass,,72,120,98,50,98,72,Leaf Guard,Queenly Majesty,Sweet Veil,1.2,21.4,Purple,Grass,,,,
comfey,764,Comfey,Fairy,,51,52,90,82,110,100,Flower Veil,Triage,Natural Cure,0.1,0.3,Green,Grass,0.25,0.75,,
oranguru,765,Oranguru,Normal,Psychic,90,60,80,90,110,60,Inner Focus,Telepathy,Symbiosis,1.5,76,White,Field,,,,
passimian,766,Passimian,Fighting,,100,120,90,40,60,80,Receiver,,Defiant,2,82.8,White,Field,,,,
wimpod,767,Wimpod,Bug,Water,25,35,40,20,30,80,Wimp Out,,,0.5,12,Gray,Bug; Water 3,,,,
golisopod,768,Golisopod,Bug,Water,75,125,140,60,90,40,Emergency Exit,,,2,108,Gray,Bug; Water 3,,,,
golisopodmega,768,Golisopod-Mega,Bug,Steel,75,150,175,70,120,40,Emergency Exit,,,2.3,148,Gray,Bug; Water 3,,,Mega,Golisopod
sandygast,769,Sandygast,Ghost,Ground,55,55,80,70,45,15,Water Compaction,,Sand Veil,0.5,70,Brown,Amorphous,,,,
palossand,770,Palossand,Ghost,Ground,85,75,110,100,75,35,Water Compaction,,Sand Veil,1.3,250,Brown,Amorphous,,,,
pyukumuku,771,Pyukumuku,Water,,55,60,130,30,130,5,Innards Out,,Unaware,0.3,1.2,Black,Water 1,,,,
typenull,772,Type: Null,Normal,,95,95,95,95,95,59,Battle Armor,,,1.9,120.5,Gray,Undiscovered,,,,
silvally,773,Silvally,Normal,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,,
silvallybug,773,Silvally-Bug,Bug,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Bug,Silvally
silvallydark,773,Silvally-Dark,Dark,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Dark,Silvally
silvallydragon,773,Silvally-Dragon,Dragon,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Dragon,Silvally
silvallyelectric,773,Silvally-Electric,Electric,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Electric,Silvally
silvallyfairy,773,Silvally-Fairy,Fairy,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Fairy,Silvally
silvallyfighting,773,Silvally-Fighting,Fighting,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Fighting,Silvally
silvallyfire,773,Silvally-Fire,Fire,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Fire,Silvally
silvallyflying,773,Silvally-Flying,Flying,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Flying,Silvally
silvallyghost,773,Silvally-Ghost,Ghost,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Ghost,Silvally
silvallygrass,773,Silvally-Grass,Grass,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Grass,Silvally
silvallyground,773,Silvally-Ground,Ground,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Ground,Silvally
silvallyice,773,Silvally-Ice,Ice,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Ice,Silvally
silvallypoison,773,Silvally-Poison,Poison,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Poison,Silvally
silvallypsychic,773,Silvally-Psychic,Psychic,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Psychic,Silvally
silvallyrock,773,Silvally-Rock,Rock,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Rock,Silvally
silvallysteel,773,Silvally-Steel,Steel,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Steel,Silvally
silvallywater,773,Silvally-Water,Water,,95,95,95,95,95,95,RKS System,,,2.3,100.5,Gray,Undiscovered,,,Water,Silvally
minior,774,Minior,Rock,Flying,60,100,60,100,60,120,Shields Down,,,0.3,0.3,Red,Mineral,,,,
miniororange,,Minior-Orange,,,,,,,,,,,,,,Red,,,,Orange,Minior
minioryellow,,Minior-Yellow,,,,,,,,,,,,,,Yellow,,,,Yellow,Minior
miniorgreen,,Minior-Green,,,,,,,,,,,,,,Green,,,,Green,Minior
miniorblue,,Minior-Blue,,,,,,,,,,,,,,Blue,,,,Blue,Minior
miniorindigo,,Minior-Indigo,,,,,,,,,,,,,,Blue,,,,Indigo,Minior
miniorviolet,,Minior-Violet,,,,,,,,,,,,,,Purple,,,,Violet,Minior
miniormeteor,774,Minior-Meteor,Rock,Flying,60,60,100,60,100,60,Shields Down,,,0.3,40,Brown,Mineral,,,Meteor,Minior
komala,775,Komala,Normal,,65,115,65,75,95,65,Comatose,,,0.4,19.9,Blue,Field,,,,
turtonator,776,Turtonator,Fire,Dragon,60,78,135,91,85,36,Shell Armor,,,2,212,Red,Monster; Dragon,,,,
togedemaru,777,Togedemaru,Electric,Steel,65,98,63,40,73,96,Iron Barbs,Lightning Rod,Sturdy,0.3,3.3,Gray,Field; Fairy,,,,
togedemarutotem,777,Togedemaru-Totem,Electric,Steel,65,98,63,40,73,96,Sturdy,,,0.6,13,Gray,Field; Fairy,,,Totem,Togedemaru
mimikyu,778,Mimikyu,Ghost,Fairy,55,90,80,50,105,96,Disguise,,,0.2,0.7,Yellow,Amorphous,,,,
mimikyubusted,778,Mimikyu-Busted,Ghost,Fairy,55,90,80,50,105,96,Disguise,,,0.2,0.7,Yellow,Amorphous,,,Busted,Mimikyu
mimikyutotem,778,Mimikyu-Totem,Ghost,Fairy,55,90,80,50,105,96,Disguise,,,0.4,2.8,Yellow,Amorphous,,,Totem,Mimikyu
mimikyubustedtotem,778,Mimikyu-Busted-Totem,Ghost,Fairy,55,90,80,50,105,96,Disguise,,,0.4,2.8,Yellow,Amorphous,,,Busted-Totem,Mimikyu
bruxish,779,Bruxish,Water,Psychic,68,105,70,70,70,92,Dazzling,Strong Jaw,Wonder Skin,0.9,19,Pink,Water 2,,,,
drampa,780,Drampa,Normal,Dragon,78,60,85,135,91,36,Berserk,Sap Sipper,Cloud Nine,3,185,White,Monster; Dragon,,,,
drampamega,780,Drampa-Mega,Normal,Dragon,78,85,110,160,116,36,Berserk,Sap Sipper,Cloud Nine,3,185,White,Monster; Dragon,,,Mega,Drampa
dhelmise,781,Dhelmise,Ghost,Grass,70,131,100,86,90,40,Steelworker,,,3.9,210,Green,Mineral,,,,
jangmoo,782,Jangmo-o,Dragon,,45,55,65,45,45,45,Bulletproof,Soundproof,Overcoat,0.6,29.7,Gray,Dragon,,,,
hakamoo,783,Hakamo-o,Dragon,Fighting,55,75,90,65,70,65,Bulletproof,Soundproof,Overcoat,1.2,47,Gray,Dragon,,,,
kommoo,784,Kommo-o,Dragon,Fighting,75,110,125,100,105,85,Bulletproof,Soundproof,Overcoat,1.6,78.2,Gray,Dragon,,,,
kommoototem,784,Kommo-o-Totem,Dragon,Fighting,75,110,125,100,105,85,Overcoat,,,2.4,207.5,Gray,Dragon,,,Totem,Kommo-o
tapukoko,785,Tapu Koko,Electric,Fairy,70,115,85,95,75,130,Electric Surge,,Telepathy,1.8,20.5,Yellow,Undiscovered,,,,
tapulele,786,Tapu Lele,Psychic,Fairy,70,85,75,130,115,95,Psychic Surge,,Telepathy,1.2,18.6,Pink,Undiscovered,,,,
tapubulu,787,Tapu Bulu,Grass,Fairy,70,130,115,85,95,75,Grassy Surge,,Telepathy,1.9,45.5,Red,Undiscovered,,,,
tapufini,788,Tapu Fini,Water,Fairy,70,75,115,95,130,85,Misty Surge,,Telepathy,1.3,21.2,Purple,Undiscovered,,,,
cosmog,789,Cosmog,Psychic,,43,29,31,29,31,37,Unaware,,,0.2,0.1,Blue,Undiscovered,,,,
cosmoem,790,Cosmoem,Psychic,,43,29,131,29,131,37,Sturdy,,,0.1,999.9,Blue,Undiscovered,,,,
solgaleo,791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,Full Metal Body,,,3.4,230,White,Undiscovered,,,,
lunala,792,Lunala,Psychic,Ghost,137,113,89,137,107,97,Shadow Shield,,,4,120,Purple,Undiscovered,,,,
nihilego,793,Nihilego,Rock,Poison,109,53,47,127,131,103,Beast Boost,,,1.2,55.5,White,Undiscovered,,,,
buzzwole,794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,Beast Boost,,,2.4,333.6,Red,Undiscovered,,,,
pheromosa,795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,Beast Boost,,,1.8,25,White,Undiscovered,,,,
xurkitree,796,Xurkitree,Electric,,83,89,71,173,71,83,Beast Boost,,,3.8,100,Black,Undiscovered,,,,
celesteela,797,Celesteela,Steel,Flying,97,101,103,107,101,61,Beast Boost,,,9.2,999.9,Green,Undiscovered,,,,
kartana,798,Kartana,Grass,Steel,59,181,131,59,31,109,Beast Boost,,,0.3,0.1,White,Undiscovered,,,,
guzzlord,799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,Beast Boost,,,5.5,888,Black,Undiscovered,,,,
necrozma,800,Necrozma,Psychic,,97,107,101,127,89,79,Prism Armor,,,2.4,230,Black,Undiscovered,,,,
necrozmaduskmane,800,Necrozma-Dusk-Mane,Psychic,Steel,97,157,127,113,109,77,Prism Armor,,,3.8,460,Yellow,Undiscovered,,,Dusk-Mane,Necrozma
necrozmadawnwings,800,Necrozma-Dawn-Wings,Psychic,Ghost,97,113,109,157,127,77,Prism Armor,,,4.2,350,Blue,Undiscovered,,,Dawn-Wings,Necrozma
necrozmaultra,800,Necrozma-Ultra,Psychic,Dragon,97,167,97,167,97,129,Neuroforce,,,7.5,230,Yellow,Undiscovered,,,Ultra,Necrozma
magearna,801,Magearna,Steel,Fairy,80,95,115,130,115,65,Soul-Heart,,,1,80.5,Gray,Undiscovered,,,,
magearnaoriginal,801,Magearna-Original,Steel,Fairy,80,95,115,130,115,65,Soul-Heart,,,1,80.5,Red,Undiscovered,,,Original,Magearna
magearnamega,801,Magearna-Mega,Steel,Fairy,80,125,115,170,115,95,Soul-Heart,,,1.3,248.1,Gray,Undiscovered,,,Mega,Magearna
magearnaoriginalmega,801,Magearna-Original-Mega,Steel,Fairy,80,125,115,170,115,95,Soul-Heart,,,1.3,248.1,Red,Undiscovered,,,Original-Mega,Magearna
marshadow,802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,Technician,,,0.7,22.2,Gray,Undiscovered,,,,
poipole,803,Poipole,Poison,,67,73,67,73,67,73,Beast Boost,,,0.6,1.8,Purple,Undiscovered,,,,
naganadel,804,Naganadel,Poison,Dragon,73,73,73,127,73,121,Beast Boost,,,3.6,150,Purple,Undiscovered,,,,
stakataka,805,Stakataka,Rock,Steel,61,131,211,53,101,13,Beast Boost,,,5.5,820,Gray,Undiscovered,,,,
blacephalon,806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,Beast Boost,,,1.8,13,White,Undiscovered,,,,
zeraora,807,Zeraora,Electric,,88,112,75,102,80,143,Volt Absorb,,,1.5,44.5,Yellow,Undiscovered,,,,
zeraoramega,807,Zeraora-Mega,Electric,,88,157,75,147,80,153,Volt Absorb,,,1.5,44.5,Yellow,Undiscovered,,,Mega,Zeraora
meltan,808,Meltan,Steel,,46,65,65,55,35,34,Magnet Pull,,,0.2,8,Gray,Undiscovered,,,,
melmetal,809,Melmetal,Steel,,135,143,143,80,65,34,Iron Fist,,,2.5,800,Gray,Undiscovered,,,,
melmetalgmax,809,Melmetal-Gmax,Steel,,135,143,143,80,65,34,Iron Fist,,,25,0,Gray,Undiscovered,,,Gmax,Melmetal
grookey,810,Grookey,Grass,,50,65,50,40,40,65,Overgrow,,Grassy Surge,0.3,5,Green,Field; Grass,0.875,0.125,,
thwackey,811,Thwackey,Grass,,70,85,70,55,60,80,Overgrow,,Grassy Surge,0.7,14,Green,Field; Grass,0.875,0.125,,
rillaboom,812,Rillaboom,Grass,,100,125,90,60,70,85,Overgrow,,Grassy Surge,2.1,90,Green,Field; Grass,0.875,0.125,,
rillaboomgmax,812,Rillaboom-Gmax,Grass,,100,125,90,60,70,85,Overgrow,,Grassy Surge,28,0,Green,Field; Grass,0.875,0.125,Gmax,Rillaboom
scorbunny,813,Scorbunny,Fire,,50,71,40,40,40,69,Blaze,,Libero,0.3,4.5,White,Field; Human-Like,0.875,0.125,,
raboot,814,Raboot,Fire,,65,86,60,55,60,94,Blaze,,Libero,0.6,9,Gray,Field; Human-Like,0.875,0.125,,
cinderace,815,Cinderace,Fire,,80,116,75,65,75,119,Blaze,,Libero,1.4,33,White,Field; Human-Like,0.875,0.125,,
cinderacegmax,815,Cinderace-Gmax,Fire,,80,116,75,65,75,119,Blaze,,Libero,27,0,White,Field; Human-Like,0.875,0.125,Gmax,Cinderace
sobble,816,Sobble,Water,,50,40,40,70,40,70,Torrent,,Sniper,0.3,4,Blue,Water 1; Field,0.875,0.125,,
drizzile,817,Drizzile,Water,,65,60,55,95,55,90,Torrent,,Sniper,0.7,11.5,Blue,Water 1; Field,0.875,0.125,,
inteleon,818,Inteleon,Water,,70,85,65,125,65,120,Torrent,,Sniper,1.9,45.2,Blue,Water 1; Field,0.875,0.125,,
inteleongmax,818,Inteleon-Gmax,Water,,70,85,65,125,65,120,Torrent,,Sniper,40,0,Blue,Water 1; Field,0.875,0.125,Gmax,Inteleon
skwovet,819,Skwovet,Normal,,70,55,55,35,35,25,Cheek Pouch,,Gluttony,0.3,2.5,Brown,Field,,,,
greedent,820,Greedent,Normal,,120,95,95,55,75,20,Cheek Pouch,,Gluttony,0.6,6,Brown,Field,,,,
rookidee,821,Rookidee,Flying,,38,47,35,33,35,57,Keen Eye,Unnerve,Big Pecks,0.2,1.8,Blue,Flying,,,,
corvisquire,822,Corvisquire,Flying,,68,67,55,43,55,77,Keen Eye,Unnerve,Big Pecks,0.8,16,Blue,Flying,,,,
corviknight,823,Corviknight,Flying,Steel,98,87,105,53,85,67,Pressure,Unnerve,Mirror Armor,2.2,75,Purple,Flying,,,,
corviknightgmax,823,Corviknight-Gmax,Flying,Steel,98,87,105,53,85,67,Pressure,Unnerve,Mirror Armor,14,0,Purple,Flying,,,Gmax,Corviknight
blipbug,824,Blipbug,Bug,,25,20,20,25,45,45,Swarm,Compound Eyes,Telepathy,0.4,8,Blue,Bug,,,,
dottler,825,Dottler,Bug,Psychic,50,35,80,50,90,30,Swarm,Compound Eyes,Telepathy,0.4,19.5,Yellow,Bug,,,,
orbeetle,826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,Swarm,Frisk,Telepathy,0.4,40.8,Red,Bug,,,,
orbeetlegmax,826,Orbeetle-Gmax,Bug,Psychic,60,45,110,80,120,90,Swarm,Frisk,Telepathy,14,0,Red,Bug,,,Gmax,Orbeetle
nickit,827,Nickit,Dark,,40,28,28,47,52,50,Run Away,Unburden,Stakeout,0.6,8.9,Brown,Field,,,,
thievul,828,Thievul,Dark,,70,58,58,87,92,90,Run Away,Unburden,Stakeout,1.2,19.9,Brown,Field,,,,
gossifleur,829,Gossifleur,Grass,,40,40,60,40,60,10,Cotton Down,Regenerator,Effect Spore,0.4,2.2,Green,Grass,,,,
eldegoss,830,Eldegoss,Grass,,60,50,90,80,120,60,Cotton Down,Regenerator,Effect Spore,0.5,2.5,Green,Grass,,,,
wooloo,831,Wooloo,Normal,,42,40,55,40,45,48,Fluffy,Run Away,Bulletproof,0.6,6,White,Field,,,,
dubwool,832,Dubwool,Normal,,72,80,100,60,90,88,Fluffy,Steadfast,Bulletproof,1.3,43,White,Field,,,,
chewtle,833,Chewtle,Water,,50,64,50,38,38,44,Strong Jaw,Shell Armor,Swift Swim,0.3,8.5,Green,Monster; Water 1,,,,
drednaw,834,Drednaw,Water,Rock,90,115,90,48,68,74,Strong Jaw,Shell Armor,Swift Swim,1,115.5,Green,Monster; Water 1,,,,
drednawgmax,834,Drednaw-Gmax,Water,Rock,90,115,90,48,68,74,Strong Jaw,Shell Armor,Swift Swim,24,0,Green,Monster; Water 1,,,Gmax,Drednaw
yamper,835,Yamper,Electric,,59,45,50,40,50,26,Ball Fetch,,Rattled,0.3,13.5,Yellow,Field,,,,
boltund,836,Boltund,Electric,,69,90,60,90,60,121,Strong Jaw,,Competitive,1,34,Yellow,Field,,,,
rolycoly,837,Rolycoly,Rock,,30,40,50,40,50,30,Steam Engine,Heatproof,Flash Fire,0.3,12,Black,Mineral,,,,
carkol,838,Carkol,Rock,Fire,80,60,90,60,70,50,Steam Engine,Flame Body,Flash Fire,1.1,78,Black,Mineral,,,,
coalossal,839,Coalossal,Rock,Fire,110,80,120,80,90,30,Steam Engine,Flame Body,Flash Fire,2.8,310.5,Black,Mineral,,,,
coalossalgmax,839,Coalossal-Gmax,Rock,Fire,110,80,120,80,90,30,Steam Engine,Flame Body,Flash Fire,42,0,Black,Mineral,,,Gmax,Coalossal
applin,840,Applin,Grass,Dragon,40,40,80,40,40,20,Ripen,Gluttony,Bulletproof,0.2,0.5,Green,Grass; Dragon,,,,
flapple,841,Flapple,Grass,Dragon,70,110,80,95,60,70,Ripen,Gluttony,Hustle,0.3,1,Green,Grass; Dragon,,,,
flapplegmax,841,Flapple-Gmax,Grass,Dragon,70,110,80,95,60,70,Ripen,Gluttony,Hustle,24,0,Green,Grass; Dragon,,,Gmax,Flapple
appletun,842,Appletun,Grass,Dragon,110,85,80,100,80,30,Ripen,Gluttony,Thick Fat,0.4,13,Green,Grass; Dragon,,,,
appletungmax,842,Appletun-Gmax,Grass,Dragon,110,85,80,100,80,30,Ripen,Gluttony,Thick Fat,24,0,Green,Grass; Dragon,,,Gmax,Appletun
silicobra,843,Silicobra,Ground,,52,57,75,35,50,46,Sand Spit,Shed Skin,Sand Veil,2.2,7.6,Green,Field; Dragon,,,,
sandaconda,844,Sandaconda,Ground,,72,107,125,65,70,71,Sand Spit,Shed Skin,Sand Veil,3.8,65.5,Green,Field; Dragon,,,,
sandacondagmax,844,Sandaconda-Gmax,Ground,,72,107,125,65,70,71,Sand Spit,Shed Skin,Sand Veil,22,0,Green,Field; Dragon,,,Gmax,Sandaconda
cramorant,845,Cramorant,Flying,Water,70,85,55,85,95,85,Gulp Missile,,,0.8,18,Blue,Water 1; Flying,,,,
cramorantgulping,845,Cramorant-Gulping,Flying,Water,70,85,55,85,95,85,Gulp Missile,,,0.8,18,Blue,Water 1; Flying,,,Gulping,Cramorant
cramorantgorging,845,Cramorant-Gorging,Flying,Water,70,85,55,85,95,85,Gulp Missile,,,0.8,18,Blue,Water 1; Flying,,,Gorging,Cramorant
arrokuda,846,Arrokuda,Water,,41,63,40,40,30,66,Swift Swim,,Propeller Tail,0.5,1,Brown,Water 2,,,,
barraskewda,847,Barraskewda,Water,,61,123,60,60,50,136,Swift Swim,,Propeller Tail,1.3,30,Brown,Water 2,,,,
